payment_id,customer_id,customer_name,store_id,payment_amount,payment_date,rental_date,return_date,film_id,film_title,rental_duration,rental_rate,category_name
12710,470,"GORDON ALLARD",1,4.99,"2005-07-31 17:54:35","2005-07-31 17:54:35","2005-08-02 20:40:35",556,"MALTESE HOPE",6,4.99,Games
14229,528,"CLAUDE HERZOG",1,6.99,"2005-08-23 16:43:54","2005-08-23 16:43:54","2005-08-31 14:40:54",556,"MALTESE HOPE",6,4.99,Games
13823,513,"DUANE TUBBS",2,3.99,"2005-07-31 18:06:06","2005-07-31 18:06:06","2005-08-09 16:47:06",560,"MARS ROMAN",6,0.99,Games
13112,485,"CLYDE TOBIAS",1,0.99,"2005-08-18 12:45:24","2005-08-18 12:45:24","2005-08-22 12:39:24",560,"MARS ROMAN",6,0.99,Games
7853,290,"KRISTINA CHAMBERS",1,2.99,"2005-07-09 06:38:59","2005-07-09 06:38:59","2005-07-17 03:06:59",560,"MARS ROMAN",6,0.99,Games
9695,359,"WILLIE MARKHAM",2,0.99,"2005-07-27 05:01:08","2005-07-27 05:01:08","2005-08-02 07:49:08",560,"MARS ROMAN",6,0.99,Games
12217,452,"TOM MILNER",1,3.99,"2005-08-17 08:35:42","2005-08-17 08:35:42","2005-08-26 11:04:42",560,"MARS ROMAN",6,0.99,Games
12840,475,"PEDRO CHESTNUT",2,0.99,"2005-05-29 02:27:30","2005-05-29 02:27:30","2005-05-30 01:52:30",560,"MARS ROMAN",6,0.99,Games
11511,426,"BRADLEY MOTLEY",1,0.99,"2005-06-21 03:00:11","2005-06-21 03:00:11","2005-06-25 21:53:11",560,"MARS ROMAN",6,0.99,Games
11430,423,"ALFRED CASILLAS",2,0.99,"2005-07-07 14:08:11","2005-07-07 14:08:11","2005-07-13 08:09:11",560,"MARS ROMAN",6,0.99,Games
10629,392,"SEAN DOUGLASS",2,0.99,"2005-07-31 20:12:02","2005-07-31 20:12:02","2005-08-03 00:03:02",560,"MARS ROMAN",6,0.99,Games
2842,105,"DAWN SULLIVAN",1,0.99,"2005-08-18 02:44:44","2005-08-18 02:44:44","2005-08-24 03:27:44",560,"MARS ROMAN",6,0.99,Games
7350,272,"KAY CALDWELL",1,0.99,"2005-05-31 09:52:50","2005-05-31 09:52:50","2005-06-05 05:39:50",560,"MARS ROMAN",6,0.99,Games
12136,450,"JAY ROBB",1,0.99,"2005-06-16 16:09:38","2005-06-16 16:09:38","2005-06-22 18:04:38",560,"MARS ROMAN",6,0.99,Games
11331,419,"CHAD CARBONE",1,0.99,"2005-07-10 18:25:23","2005-07-10 18:25:23","2005-07-15 23:49:23",560,"MARS ROMAN",6,0.99,Games
1270,46,"CATHERINE CAMPBELL",2,3.99,"2005-07-28 20:53:05","2005-07-28 20:53:05","2005-08-06 20:03:05",560,"MARS ROMAN",6,0.99,Games
5234,193,"KATIE ELLIOTT",2,0.99,"2005-08-18 08:36:58","2005-08-18 08:36:58","2005-08-23 05:08:58",560,"MARS ROMAN",6,0.99,Games
1827,67,"KELLY TORRES",1,0.99,"2005-06-19 19:44:12","2005-06-19 19:44:12","2005-06-20 19:41:12",560,"MARS ROMAN",6,0.99,Games
9613,356,"GERALD FULTZ",2,0.99,"2005-07-10 01:05:41","2005-07-10 01:05:41","2005-07-11 02:05:41",560,"MARS ROMAN",6,0.99,Games
6020,222,"DELORES HANSEN",2,1.99,"2005-07-31 19:02:07","2005-07-31 19:02:07","2005-08-07 17:58:07",560,"MARS ROMAN",6,0.99,Games
11421,422,"MELVIN ELLINGTON",1,2.99,"2005-08-22 18:53:28","2005-08-22 18:53:28","2005-08-30 18:58:28",560,"MARS ROMAN",6,0.99,Games
5518,204,"ROSEMARY SCHMIDT",1,4.99,"2005-05-30 02:01:23","2005-05-30 02:01:23","2005-06-02 06:07:23",563,"MASSACRE USUAL",6,4.99,Games
9220,341,"PETER MENARD",1,7.99,"2005-06-20 19:03:22","2005-06-20 19:03:22","2005-06-29 18:05:22",563,"MASSACRE USUAL",6,4.99,Games
1236,45,"JANET PHILLIPS",1,6.99,"2005-07-09 10:07:27","2005-07-09 10:07:27","2005-07-17 10:18:27",563,"MASSACRE USUAL",6,4.99,Games
1896,70,"CHRISTINA RAMIREZ",2,4.99,"2005-07-27 03:06:12","2005-07-27 03:06:12","2005-07-28 23:26:12",563,"MASSACRE USUAL",6,4.99,Games
10077,372,"STEVE MACKENZIE",2,4.99,"2005-08-17 01:08:59","2005-08-17 01:08:59","2005-08-18 06:09:59",563,"MASSACRE USUAL",6,4.99,Games
10088,373,"LOUIS LEONE",1,4.99,"2005-05-26 15:27:05","2005-05-26 15:27:05","2005-05-29 16:25:05",563,"MASSACRE USUAL",6,4.99,Games
2876,107,"FLORENCE WOODS",1,6.99,"2005-06-19 13:11:47","2005-06-19 13:11:47","2005-06-27 11:17:47",563,"MASSACRE USUAL",6,4.99,Games
14834,553,"MAX PITT",1,4.99,"2005-07-06 18:58:15","2005-07-06 18:58:15","2005-07-10 18:51:15",563,"MASSACRE USUAL",6,4.99,Games
268,10,"DOROTHY TAYLOR",1,6.99,"2005-07-28 15:10:55","2005-07-28 15:10:55","2005-08-05 18:23:55",563,"MASSACRE USUAL",6,4.99,Games
11664,432,"EDWIN BURK",1,4.99,"2005-08-23 03:32:36","2005-08-23 03:32:36","2005-08-26 22:08:36",563,"MASSACRE USUAL",6,4.99,Games
11673,433,"DON BONE",1,5.99,"2005-07-12 15:30:47","2005-07-12 15:30:47","2005-07-19 14:19:47",563,"MASSACRE USUAL",6,4.99,Games
2182,80,"MARILYN ROSS",1,6.99,"2005-08-01 16:38:04","2005-08-01 16:38:04","2005-08-09 19:37:04",563,"MASSACRE USUAL",6,4.99,Games
11827,438,"BARRY LOVELACE",1,5.99,"2005-08-23 17:02:00","2005-08-23 17:02:00","2005-08-30 12:45:00",563,"MASSACRE USUAL",6,4.99,Games
10000,370,"WAYNE TRUONG",2,6.99,"2005-06-15 01:05:32","2005-06-15 01:05:32","2005-06-23 02:34:32",563,"MASSACRE USUAL",6,4.99,Games
9784,362,"NICHOLAS BARFIELD",1,4.99,"2005-07-11 12:29:22","2005-07-11 12:29:22","2005-07-13 10:41:22",563,"MASSACRE USUAL",6,4.99,Games
12480,462,"WARREN SHERROD",2,6.99,"2005-07-27 13:42:39","2005-07-27 13:42:39","2005-08-04 10:33:39",563,"MASSACRE USUAL",6,4.99,Games
12580,466,"LEO EBERT",1,4.99,"2005-08-22 17:31:41","2005-08-22 17:31:41","2005-08-25 21:57:41",563,"MASSACRE USUAL",6,4.99,Games
14314,532,"NEIL RENNER",2,4.99,"2005-07-09 14:44:23","2005-07-09 14:44:23","2005-07-15 10:48:23",563,"MASSACRE USUAL",6,4.99,Games
7970,294,"SHELLY WATTS",2,4.99,"2005-08-01 15:45:11","2005-08-01 15:45:11","2005-08-02 20:13:11",563,"MASSACRE USUAL",6,4.99,Games
5945,219,"WILLIE HOWELL",2,4.99,"2005-08-21 20:32:37","2005-08-21 20:32:37","2005-08-27 00:06:37",563,"MASSACRE USUAL",6,4.99,Games
1892,70,"CHRISTINA RAMIREZ",2,4.99,"2005-05-31 06:24:44","2005-05-31 06:24:44","2005-06-03 04:51:44",563,"MASSACRE USUAL",6,4.99,Games
3511,130,"CHARLOTTE HUNTER",1,6.99,"2005-06-20 08:38:29","2005-06-20 08:38:29","2005-06-28 13:21:29",563,"MASSACRE USUAL",6,4.99,Games
1434,52,"JULIE SANCHEZ",1,7.99,"2005-07-11 22:29:15","2005-07-11 22:29:15","2005-07-20 02:19:15",563,"MASSACRE USUAL",6,4.99,Games
15973,596,"ENRIQUE FORSYTHE",1,4.99,"2005-08-02 05:06:23","2005-08-02 05:06:23","2005-08-08 03:02:23",563,"MASSACRE USUAL",6,4.99,Games
11822,438,"BARRY LOVELACE",1,4.99,"2005-08-17 16:38:20","2005-08-17 16:38:20","2005-08-22 14:31:20",563,"MASSACRE USUAL",6,4.99,Games
492,19,"RUTH MARTINEZ",1,6.99,"2005-05-26 04:26:06","2005-05-26 04:26:06","2005-06-03 10:06:06",563,"MASSACRE USUAL",6,4.99,Games
8360,308,"THOMAS GRIGSBY",1,7.99,"2005-06-18 12:08:16","2005-06-18 12:08:16","2005-06-27 15:02:16",563,"MASSACRE USUAL",6,4.99,Games
4920,181,"ANA BRADLEY",2,4.99,"2005-07-07 22:29:40","2005-07-07 22:29:40","2005-07-11 02:46:40",563,"MASSACRE USUAL",6,4.99,Games
68,3,"LINDA WILLIAMS",1,5.99,"2005-07-27 04:54:42","2005-07-27 04:54:42","2005-08-03 01:42:42",563,"MASSACRE USUAL",6,4.99,Games
8771,324,"GARY COY",2,6.99,"2005-08-17 10:17:09","2005-08-17 10:17:09","2005-08-25 10:58:09",563,"MASSACRE USUAL",6,4.99,Games
367,14,"BETTY WHITE",2,7.99,"2005-07-09 16:10:25","2005-07-09 16:10:25","2005-07-18 17:10:25",591,"MONSOON CAUSE",6,4.99,Games
6404,237,"TANYA GILBERT",1,4.99,"2005-07-31 06:06:37","2005-07-31 06:06:37","2005-08-04 07:37:37",591,"MONSOON CAUSE",6,4.99,Games
4650,171,"DOLORES WAGNER",2,6.99,"2005-08-19 10:33:52","2005-08-19 10:33:52","2005-08-27 09:15:52",591,"MONSOON CAUSE",6,4.99,Games
9003,333,"ANDREW PURDY",2,4.99,"2005-07-31 18:46:46","2005-07-31 18:46:46","2005-08-04 20:33:46",591,"MONSOON CAUSE",6,4.99,Games
2728,101,"PEGGY MYERS",1,4.99,"2005-08-17 17:23:35","2005-08-17 17:23:35","2005-08-20 20:57:35",591,"MONSOON CAUSE",6,4.99,Games
12225,453,"CALVIN MARTEL",1,5.99,"2005-06-19 23:08:50","2005-06-19 23:08:50","2005-06-26 04:00:50",591,"MONSOON CAUSE",6,4.99,Games
3984,147,"JOANNE ROBERTSON",2,7.99,"2005-07-06 20:26:21","2005-07-06 20:26:21","2005-07-15 00:13:21",591,"MONSOON CAUSE",6,4.99,Games
11518,426,"BRADLEY MOTLEY",1,4.99,"2005-07-28 04:26:42","2005-07-28 04:26:42","2005-07-29 07:30:42",591,"MONSOON CAUSE",6,4.99,Games
3053,113,"CINDY FISHER",2,5.99,"2005-08-18 08:57:58","2005-08-18 08:57:58","2005-08-25 05:20:58",591,"MONSOON CAUSE",6,4.99,Games
13781,512,"CECIL VINES",1,6.99,"2005-06-15 00:28:37","2005-06-15 00:28:37","2005-06-21 21:42:37",596,"MOONSHINE CABIN",4,4.99,Games
8940,331,"ERIC ROBERT",1,4.99,"2005-07-07 03:37:28","2005-07-07 03:37:28","2005-07-09 01:40:28",596,"MOONSHINE CABIN",4,4.99,Games
3696,137,"RHONDA KENNEDY",2,8.99,"2005-07-28 16:11:15","2005-07-28 16:11:15","2005-08-05 15:11:15",596,"MOONSHINE CABIN",4,4.99,Games
1534,55,"DORIS REED",2,4.99,"2005-08-22 19:37:20","2005-08-22 19:37:20","2005-08-24 15:16:20",596,"MOONSHINE CABIN",4,4.99,Games
2965,110,"TIFFANY JORDAN",2,4.99,"2005-07-11 10:08:13","2005-07-11 10:08:13","2005-07-14 08:18:13",596,"MOONSHINE CABIN",4,4.99,Games
4750,175,"ANNETTE OLSON",1,4.99,"2005-07-29 22:09:08","2005-07-29 22:09:08","2005-08-01 19:07:08",596,"MOONSHINE CABIN",4,4.99,Games
15254,569,"DAVE GARDINER",2,7.99,"2005-08-19 18:28:24","2005-08-19 18:28:24","2005-08-26 20:13:24",596,"MOONSHINE CABIN",4,4.99,Games
9955,368,"HARRY ARCE",1,5.99,"2005-07-11 09:32:19","2005-07-11 09:32:19","2005-07-16 15:10:19",596,"MOONSHINE CABIN",4,4.99,Games
10752,397,"JIMMY SCHRADER",1,4.99,"2005-07-28 10:46:58","2005-07-28 10:46:58","2005-07-30 16:03:58",596,"MOONSHINE CABIN",4,4.99,Games
2163,79,"RACHEL BARNES",1,4.99,"2005-08-17 04:45:39","2005-08-17 04:45:39","2005-08-20 10:38:39",596,"MOONSHINE CABIN",4,4.99,Games
1514,55,"DORIS REED",2,9.99,"2005-05-31 03:46:19","2005-05-31 03:46:19","2005-06-09 03:50:19",596,"MOONSHINE CABIN",4,4.99,Games
1211,44,"MARIE TURNER",1,4.99,"2005-06-20 00:01:36","2005-06-20 00:01:36","2005-06-20 21:39:36",596,"MOONSHINE CABIN",4,4.99,Games
11670,433,"DON BONE",1,7.99,"2005-07-09 00:46:14","2005-07-09 00:46:14","2005-07-16 01:45:14",596,"MOONSHINE CABIN",4,4.99,Games
8766,324,"GARY COY",2,6.99,"2005-07-28 13:47:08","2005-07-28 13:47:08","2005-08-03 15:17:08",596,"MOONSHINE CABIN",4,4.99,Games
3948,145,"LUCILLE HOLMES",1,6.99,"2005-08-21 10:15:20","2005-08-21 10:15:20","2005-08-27 05:39:20",596,"MOONSHINE CABIN",4,4.99,Games
11755,436,"TROY QUIGLEY",1,9.99,"2005-07-28 18:32:49","2005-07-28 18:32:49","2005-08-06 16:09:49",596,"MOONSHINE CABIN",4,4.99,Games
7838,289,"VIOLET RODRIQUEZ",1,9.99,"2005-08-19 16:54:12","2005-08-19 16:54:12","2005-08-28 16:54:12",596,"MOONSHINE CABIN",4,4.99,Games
2364,87,"WANDA PATTERSON",1,9.99,"2005-06-20 18:25:57","2005-06-20 18:25:57","2005-06-29 16:08:57",596,"MOONSHINE CABIN",4,4.99,Games
11359,420,"JACOB LANCE",1,4.99,"2005-07-11 06:18:04","2005-07-11 06:18:04","2005-07-14 01:15:04",596,"MOONSHINE CABIN",4,4.99,Games
9598,355,"TERRY GRISSOM",2,4.99,"2005-07-27 05:28:32","2005-07-27 05:28:32","2005-07-31 07:52:32",596,"MOONSHINE CABIN",4,4.99,Games
13753,510,"BEN EASTER",2,4.99,"2005-08-17 18:34:37","2005-08-17 18:34:37","2005-08-20 22:25:37",596,"MOONSHINE CABIN",4,4.99,Games
7586,280,"TRACEY BARRETT",2,4.99,"2005-06-20 10:24:44","2005-06-20 10:24:44","2005-06-23 13:39:44",597,"MOONWALKER FOOL",5,4.99,Games
14150,526,"KARL SEAL",2,6.99,"2005-07-07 22:11:28","2005-07-07 22:11:28","2005-07-14 18:49:28",597,"MOONWALKER FOOL",5,4.99,Games
4965,182,"RENEE LANE",1,8.99,"2005-07-28 16:50:26","2005-07-28 16:50:26","2005-08-06 19:20:26",597,"MOONWALKER FOOL",5,4.99,Games
6133,227,"COLLEEN BURTON",1,4.99,"2006-02-14 15:16:03","2006-02-14 15:16:03",NULL,597,"MOONWALKER FOOL",5,4.99,Games
11020,407,"DALE RATCLIFF",1,8.99,"2005-08-02 12:19:50","2005-08-02 12:19:50","2005-08-11 06:38:50",597,"MOONWALKER FOOL",5,4.99,Games
8905,329,"FRANK WAGGONER",2,4.99,"2005-08-22 08:31:07","2005-08-22 08:31:07","2005-08-24 04:47:07",597,"MOONWALKER FOOL",5,4.99,Games
8970,332,"STEPHEN QUALLS",1,8.99,"2005-07-27 22:56:07","2005-07-27 22:56:07","2005-08-05 21:23:07",597,"MOONWALKER FOOL",5,4.99,Games
4738,174,"YVONNE WATKINS",2,4.99,"2005-08-23 20:06:23","2005-08-23 20:06:23","2005-08-27 19:52:23",597,"MOONWALKER FOOL",5,4.99,Games
14553,541,"DARREN WINDHAM",2,7.99,"2005-05-31 03:16:15","2005-05-31 03:16:15","2005-06-08 06:43:15",597,"MOONWALKER FOOL",5,4.99,Games
6764,251,"VICKIE BREWER",2,7.99,"2005-06-21 17:24:40","2005-06-21 17:24:40","2005-06-29 13:59:40",597,"MOONWALKER FOOL",5,4.99,Games
7958,294,"SHELLY WATTS",2,7.99,"2005-07-08 16:13:05","2005-07-08 16:13:05","2005-07-16 15:29:05",597,"MOONWALKER FOOL",5,4.99,Games
10195,376,"RANDY GAITHER",1,4.99,"2005-08-02 09:39:17","2005-08-02 09:39:17","2005-08-03 11:53:17",597,"MOONWALKER FOOL",5,4.99,Games
816,29,"ANGELA HERNANDEZ",2,5.99,"2005-08-22 07:53:00","2005-08-22 07:53:00","2005-08-28 03:47:00",597,"MOONWALKER FOOL",5,4.99,Games
4025,148,"ELEANOR HUNT",1,8.99,"2005-07-12 10:27:19","2005-07-12 10:27:19","2005-07-21 06:28:19",614,"NAME DETECTIVE",5,4.99,Games
8996,333,"ANDREW PURDY",2,4.99,"2005-07-26 23:02:57","2005-07-26 23:02:57","2005-07-28 04:48:57",614,"NAME DETECTIVE",5,4.99,Games
1822,66,"JANICE WARD",2,8.99,"2005-08-23 06:23:26","2005-08-23 06:23:26","2005-09-01 05:43:26",614,"NAME DETECTIVE",5,4.99,Games
6446,239,"MINNIE ROMERO",2,4.99,"2005-06-14 23:00:34","2005-06-14 23:00:34","2005-06-18 01:58:34",614,"NAME DETECTIVE",5,4.99,Games
8635,319,"RONALD WEINER",2,8.99,"2005-07-10 14:16:22","2005-07-10 14:16:22","2005-07-19 13:38:22",614,"NAME DETECTIVE",5,4.99,Games
7832,289,"VIOLET RODRIQUEZ",1,7.99,"2005-08-01 04:05:04","2005-08-01 04:05:04","2005-08-09 06:08:04",614,"NAME DETECTIVE",5,4.99,Games
15418,575,"ISAAC OGLESBY",2,4.99,"2005-08-19 22:34:51","2005-08-19 22:34:51","2005-08-21 03:30:51",614,"NAME DETECTIVE",5,4.99,Games
10399,384,"ERNEST STEPP",2,7.99,"2005-06-18 14:57:49","2005-06-18 14:57:49","2005-06-26 18:23:49",614,"NAME DETECTIVE",5,4.99,Games
15432,576,"MORRIS MCCARTER",2,4.99,"2005-07-06 18:22:10","2005-07-06 18:22:10","2005-07-07 23:38:10",614,"NAME DETECTIVE",5,4.99,Games
12671,469,"WESLEY BULL",2,4.99,"2005-07-28 11:48:08","2005-07-28 11:48:08","2005-07-30 14:14:08",614,"NAME DETECTIVE",5,4.99,Games
12952,479,"ZACHARY HITE",1,4.99,"2005-08-17 13:03:13","2005-08-17 13:03:13","2005-08-19 10:50:13",614,"NAME DETECTIVE",5,4.99,Games
2647,98,"LILLIAN GRIFFIN",1,4.99,"2005-07-08 04:25:03","2005-07-08 04:25:03","2005-07-10 09:01:03",614,"NAME DETECTIVE",5,4.99,Games
799,29,"ANGELA HERNANDEZ",2,4.99,"2005-07-30 19:50:13","2005-07-30 19:50:13","2005-08-03 22:38:13",614,"NAME DETECTIVE",5,4.99,Games
9933,367,"ADAM GOOCH",1,4.99,"2005-08-18 00:21:35","2005-08-18 00:21:35","2005-08-22 02:51:35",614,"NAME DETECTIVE",5,4.99,Games
12752,472,"GREG ROBINS",1,4.99,"2005-05-30 23:55:36","2005-05-30 23:55:36","2005-06-04 01:00:36",614,"NAME DETECTIVE",5,4.99,Games
6504,241,"HEIDI LARSON",2,5.99,"2005-06-18 21:01:21","2005-06-18 21:01:21","2005-06-24 00:20:21",614,"NAME DETECTIVE",5,4.99,Games
12478,462,"WARREN SHERROD",2,6.99,"2005-07-12 13:42:58","2005-07-12 13:42:58","2005-07-19 16:39:58",614,"NAME DETECTIVE",5,4.99,Games
9499,351,"JACK FOUST",1,4.99,"2005-07-28 01:01:03","2005-07-28 01:01:03","2005-07-31 01:08:03",614,"NAME DETECTIVE",5,4.99,Games
3677,136,"ANITA MORALES",2,4.99,"2005-08-20 19:30:35","2005-08-20 19:30:35","2005-08-24 19:09:35",614,"NAME DETECTIVE",5,4.99,Games
4550,168,"REGINA BERRY",1,4.99,"2005-06-15 03:38:49","2005-06-15 03:38:49","2005-06-17 22:30:49",614,"NAME DETECTIVE",5,4.99,Games
6066,225,"ARLENE HARVEY",1,4.99,"2005-07-06 03:36:01","2005-07-06 03:36:01","2005-07-10 01:29:01",614,"NAME DETECTIVE",5,4.99,Games
6372,236,"MARCIA DEAN",1,5.99,"2005-07-30 05:16:29","2005-07-30 05:16:29","2005-08-05 06:57:29",614,"NAME DETECTIVE",5,4.99,Games
4913,180,"STACY CUNNINGHAM",2,4.99,"2006-02-14 15:16:03","2006-02-14 15:16:03",NULL,614,"NAME DETECTIVE",5,4.99,Games
7161,265,"JENNIE TERRY",2,9.99,"2005-07-10 10:32:52","2005-07-10 10:32:52","2005-07-18 06:28:52",624,"NIGHTMARE CHILL",3,4.99,Games
11366,420,"JACOB LANCE",1,10.99,"2005-08-01 14:25:40","2005-08-01 14:25:40","2005-08-10 09:07:40",624,"NIGHTMARE CHILL",3,4.99,Games
12083,447,"CLIFFORD BOWENS",1,4.99,"2005-08-23 20:40:31","2005-08-23 20:40:31","2005-08-26 19:47:31",624,"NIGHTMARE CHILL",3,4.99,Games
11655,432,"EDWIN BURK",1,4.99,"2005-07-27 13:50:40","2005-07-27 13:50:40","2005-07-30 08:16:40",624,"NIGHTMARE CHILL",3,4.99,Games
11414,422,"MELVIN ELLINGTON",1,9.99,"2005-08-19 04:16:13","2005-08-19 04:16:13","2005-08-27 02:43:13",624,"NIGHTMARE CHILL",3,4.99,Games
8876,329,"FRANK WAGGONER",2,5.99,"2005-06-17 11:54:15","2005-06-17 11:54:15","2005-06-21 05:55:15",624,"NIGHTMARE CHILL",3,4.99,Games
1127,41,"STEPHANIE MITCHELL",1,9.99,"2005-07-07 15:56:23","2005-07-07 15:56:23","2005-07-15 14:50:23",624,"NIGHTMARE CHILL",3,4.99,Games
5303,196,"ALMA AUSTIN",1,5.99,"2005-07-30 18:13:52","2005-07-30 18:13:52","2005-08-03 17:58:52",624,"NIGHTMARE CHILL",3,4.99,Games
11187,413,"MARVIN YEE",2,4.99,"2005-08-20 13:43:12","2005-08-20 13:43:12","2005-08-22 17:26:12",624,"NIGHTMARE CHILL",3,4.99,Games
11774,437,"RANDALL NEUMANN",2,4.99,"2005-05-28 20:18:24","2005-05-28 20:18:24","2005-05-30 16:19:24",624,"NIGHTMARE CHILL",3,4.99,Games
929,34,"REBECCA SCOTT",2,5.99,"2005-06-18 05:29:52","2005-06-18 05:29:52","2005-06-22 00:19:52",624,"NIGHTMARE CHILL",3,4.99,Games
13719,509,"RAUL FORTIER",1,5.99,"2005-07-12 07:13:46","2005-07-12 07:13:46","2005-07-16 05:15:46",624,"NIGHTMARE CHILL",3,4.99,Games
15498,578,"WILLARD LUMPKIN",2,4.99,"2005-07-31 16:38:24","2005-07-31 16:38:24","2005-08-02 12:59:24",624,"NIGHTMARE CHILL",3,4.99,Games
3940,145,"LUCILLE HOLMES",1,5.99,"2005-08-17 15:39:26","2005-08-17 15:39:26","2005-08-21 18:24:26",624,"NIGHTMARE CHILL",3,4.99,Games
6419,238,"NELLIE GARRETT",1,4.99,"2005-05-26 23:12:55","2005-05-26 23:12:55","2005-05-29 23:33:55",624,"NIGHTMARE CHILL",3,4.99,Games
13607,505,"RAFAEL ABNEY",1,5.99,"2005-06-16 20:17:20","2005-06-16 20:17:20","2005-06-20 23:55:20",624,"NIGHTMARE CHILL",3,4.99,Games
889,32,"AMY LOPEZ",1,9.99,"2005-07-09 15:57:15","2005-07-09 15:57:15","2005-07-17 13:42:15",624,"NIGHTMARE CHILL",3,4.99,Games
1526,55,"DORIS REED",2,5.99,"2005-07-31 03:28:47","2005-07-31 03:28:47","2005-08-04 03:43:47",624,"NIGHTMARE CHILL",3,4.99,Games
1818,66,"JANICE WARD",2,6.99,"2005-08-21 04:37:56","2005-08-21 04:37:56","2005-08-26 03:55:56",624,"NIGHTMARE CHILL",3,4.99,Games
9073,336,"JOSHUA MARK",1,4.99,"2005-06-21 00:37:50","2005-06-21 00:37:50","2005-06-22 23:46:50",624,"NIGHTMARE CHILL",3,4.99,Games
13216,490,"SAM MCDUFFIE",1,7.99,"2005-07-09 09:31:44","2005-07-09 09:31:44","2005-07-15 04:20:44",624,"NIGHTMARE CHILL",3,4.99,Games
15113,564,"BOB PFEIFFER",2,6.99,"2005-07-31 21:41:35","2005-07-31 21:41:35","2005-08-05 17:05:35",624,"NIGHTMARE CHILL",3,4.99,Games
10576,390,"SHAWN HEATON",1,5.99,"2005-08-17 22:54:45","2005-08-17 22:54:45","2005-08-21 00:33:45",624,"NIGHTMARE CHILL",3,4.99,Games
2457,90,"RUBY WASHINGTON",2,4.99,"2005-08-01 19:07:08","2005-08-01 19:07:08","2005-08-04 14:09:08",624,"NIGHTMARE CHILL",3,4.99,Games
4680,172,"BERNICE WILLIS",1,8.99,"2005-08-18 18:11:39","2005-08-18 18:11:39","2005-08-25 21:54:39",624,"NIGHTMARE CHILL",3,4.99,Games
4948,182,"RENEE LANE",1,0.99,"2005-05-26 01:51:48","2005-05-26 01:51:48","2005-05-27 05:42:48",646,"OUTBREAK DIVINE",6,0.99,Games
10647,393,"PHILIP CAUSEY",1,2.99,"2005-06-20 09:50:16","2005-06-20 09:50:16","2005-06-28 05:13:16",646,"OUTBREAK DIVINE",6,0.99,Games
13194,489,"RICARDO MEADOR",1,2.99,"2005-07-06 15:27:04","2005-07-06 15:27:04","2005-07-14 13:12:04",646,"OUTBREAK DIVINE",6,0.99,Games
8666,320,"ANTHONY SCHWAB",2,0.99,"2005-07-29 00:30:06","2005-07-29 00:30:06","2005-08-02 22:52:06",646,"OUTBREAK DIVINE",6,0.99,Games
1668,60,"MILDRED BAILEY",1,0.99,"2005-08-23 07:30:26","2005-08-23 07:30:26","2005-08-24 07:53:26",646,"OUTBREAK DIVINE",6,0.99,Games
358,14,"BETTY WHITE",2,0.99,"2005-05-26 00:37:28","2005-05-26 00:37:28","2005-05-30 06:28:28",646,"OUTBREAK DIVINE",6,0.99,Games
5862,216,"NATALIE MEYER",1,0.99,"2005-06-18 12:27:57","2005-06-18 12:27:57","2005-06-23 16:14:57",646,"OUTBREAK DIVINE",6,0.99,Games
8091,298,"ERIKA PENA",1,0.99,"2005-07-12 17:14:17","2005-07-12 17:14:17","2005-07-17 11:54:17",646,"OUTBREAK DIVINE",6,0.99,Games
9871,365,"BRUCE SCHWARZ",2,3.99,"2005-07-29 23:42:00","2005-07-29 23:42:00","2005-08-07 03:00:00",646,"OUTBREAK DIVINE",6,0.99,Games
13911,516,"ELMER NOE",2,0.99,"2005-08-23 10:22:21","2005-08-23 10:22:21","2005-08-24 10:52:21",646,"OUTBREAK DIVINE",6,0.99,Games
1371,50,"DIANE COLLINS",1,0.99,"2005-07-12 09:37:18","2005-07-12 09:37:18","2005-07-13 09:28:18",646,"OUTBREAK DIVINE",6,0.99,Games
12677,469,"WESLEY BULL",2,2.99,"2005-08-01 16:39:18","2005-08-01 16:39:18","2005-08-09 18:17:18",646,"OUTBREAK DIVINE",6,0.99,Games
16044,599,"AUSTIN CINTRON",2,1.99,"2005-08-21 05:07:08","2005-08-21 05:07:08","2005-08-28 03:20:08",646,"OUTBREAK DIVINE",6,0.99,Games
4085,150,"DANIELLE DANIELS",2,2.99,"2005-05-28 15:04:02","2005-05-28 15:04:02","2005-06-05 14:47:02",646,"OUTBREAK DIVINE",6,0.99,Games
7985,295,"DAISY BATES",1,1.99,"2005-06-19 09:23:30","2005-06-19 09:23:30","2005-06-26 14:56:30",646,"OUTBREAK DIVINE",6,0.99,Games
12120,449,"OSCAR AQUINO",2,0.99,"2005-07-06 00:17:24","2005-07-06 00:17:24","2005-07-08 03:47:24",646,"OUTBREAK DIVINE",6,0.99,Games
11706,434,"EDDIE TOMLIN",1,0.99,"2005-07-28 23:18:48","2005-07-28 23:18:48","2005-07-30 00:37:48",646,"OUTBREAK DIVINE",6,0.99,Games
13907,516,"ELMER NOE",2,1.99,"2005-08-18 14:05:22","2005-08-18 14:05:22","2005-08-25 16:35:22",646,"OUTBREAK DIVINE",6,0.99,Games
6890,256,"MABEL HOLLAND",2,0.99,"2005-05-26 11:38:05","2005-05-26 11:38:05","2005-05-27 08:42:05",646,"OUTBREAK DIVINE",6,0.99,Games
426,16,"SANDRA MARTIN",2,0.99,"2005-06-21 11:16:42","2005-06-21 11:16:42","2005-06-27 13:50:42",646,"OUTBREAK DIVINE",6,0.99,Games
